Flight No,Sch dep dt with time,CAP,PAX,COS
104.0,2025-02-04 12:00:00,114.0,83.0,73.0
109.0,2025-02-04 14:30:00,114.0,86.0,75.0
110.0,2025-02-04 16:45:00,114.0,93.0,82.0
105.0,2025-02-05 09:00:00,114.0,101.0,89.0
106.0,2025-02-05 10:55:00,114.0,105.0,92.0
103.0,2025-02-06 09:30:00,114.0,88.0,77.0
104.0,2025-02-06 12:00:00,114.0,48.0,42.0
109.0,2025-02-06 14:30:00,114.0,81.0,71.0
110.0,2025-02-06 16:45:00,114.0,76.0,67.0
105.0,2025-02-07 16:00:00,158.0,111.0,70.0
106.0,2025-02-07 17:55:00,158.0,107.0,68.0
103.0,2025-02-08 09:30:00,158.0,137.0,87.0
104.0,2025-02-08 12:00:00,158.0,119.0,75.0
105.0,2025-02-09 09:00:00,158.0,108.0,68.0
106.0,2025-02-09 10:55:00,158.0,159.0,101.0
103.0,2025-02-11 09:30:00,114.0,103.0,90.0
104.0,2025-02-11 12:00:00,114.0,106.0,93.0
109.0,2025-02-11 14:30:00,114.0,91.0,80.0
110.0,2025-02-11 17:45:00,114.0,108.0,95.0
105.0,2025-02-12 09:00:00,158.0,107.0,68.0
106.0,2025-02-12 10:55:00,158.0,118.0,75.0
1009.0,2025-02-13 09:00:00,228.0,102.0,89.0
1009.0,2025-02-13 11:30:00,228.0,43.0,38.0
1010.0,2025-02-13 13:00:00,228.0,53.0,46.0
105.0,2025-02-14 16:00:00,158.0,110.0,70.0
106.0,2025-02-14 17:55:00,158.0,135.0,85.0
103.0,2025-02-15 09:30:00,158.0,130.0,82.0
104.0,2025-02-15 12:00:00,158.0,149.0,94.0
105.0,2025-02-16 09:00:00,158.0,108.0,68.0
106.0,2025-02-16 10:55:00,158.0,145.0,92.0
103.0,2025-02-18 09:30:00,114.0,97.0,85.0
104.0,2025-02-18 12:00:00,114.0,106.0,93.0
109.0,2025-02-18 14:30:00,114.0,88.0,77.0
110.0,2025-02-18 16:45:00,114.0,96.0,84.0
105.0,2025-02-19 09:00:00,114.0,98.0,86.0
106.0,2025-02-19 10:55:00,114.0,116.0,102.0
1009.0,2025-02-20 09:00:00,228.0,103.0,90.0
1009.0,2025-02-20 11:30:00,228.0,34.0,30.0
1010.0,2025-02-20 13:00:00,228.0,72.0,63.0
105.0,2025-02-21 16:00:00,158.0,113.0,72.0
106.0,2025-02-21 17:55:00,158.0,149.0,94.0
104.0,2025-02-22 12:00:00,158.0,150.0,95.0
105.0,2025-02-24 10:00:00,114.0,106.0,93.0
106.0,2025-02-24 11:55:00,114.0,118.0,104.0
1005.0,2025-02-24 13:50:00,114.0,103.0,90.0
1006.0,2025-02-24 15:45:00,114.0,74.0,65.0
103.0,2025-02-25 09:30:00,114.0,103.0,90.0
104.0,2025-02-25 12:00:00,114.0,100.0,88.0
109.0,2025-02-25 14:30:00,114.0,90.0,79.0
110.0,2025-02-25 16:45:00,114.0,101.0,89.0
105.0,2025-02-26 09:00:00,114.0,96.0,84.0
106.0,2025-02-26 10:55:00,114.0,115.0,101.0
1009.0,2025-02-27 09:00:00,228.0,109.0,96.0
1009.0,2025-02-27 11:30:00,228.0,35.0,31.0
1010.0,2025-02-27 13:00:00,228.0,37.0,32.0
105.0,2025-02-28 16:00:00,114.0,95.0,83.0
106.0,2025-02-28 17:55:00,114.0,109.0,96.0
1009.0,2025-03-01 09:00:00,316.0,121.0,77.0
1009.0,2025-03-01 11:30:00,316.0,73.0,46.0
1010.0,2025-03-01 13:00:00,316.0,34.0,22.0
105.0,2025-03-02 09:00:00,158.0,97.0,61.0
106.0,2025-03-02 10:55:00,158.0,112.0,71.0
103.0,2025-03-04 09:30:00,114.0,87.0,76.0
104.0,2025-03-04 12:00:00,114.0,104.0,91.0
109.0,2025-03-04 14:30:00,114.0,68.0,60.0
110.0,2025-03-04 16:45:00,114.0,57.0,50.0
105.0,2025-03-05 09:00:00,158.0,95.0,60.0
106.0,2025-03-05 10:55:00,158.0,146.0,92.0
105.0,2025-03-07 09:00:00,114.0,56.0,49.0
106.0,2025-03-07 10:55:00,114.0,63.0,55.0
1009.0,2025-03-08 09:00:00,316.0,130.0,82.0
1009.0,2025-03-08 11:30:00,316.0,63.0,40.0
1010.0,2025-03-08 13:00:00,316.0,54.0,34.0
105.0,2025-03-09 09:00:00,158.0,104.0,66.0
106.0,2025-03-09 10:55:00,158.0,138.0,87.0
1009.0,2025-03-11 09:00:00,316.0,123.0,78.0
1009.0,2025-03-11 11:30:00,316.0,68.0,43.0
1010.0,2025-03-11 13:00:00,316.0,42.0,27.0
105.0,2025-03-12 09:00:00,158.0,87.0,55.0
106.0,2025-03-12 10:55:00,158.0,145.0,92.0
1009.0,2025-03-15 09:00:00,316.0,132.0,84.0
1009.0,2025-03-15 11:30:00,316.0,66.0,42.0
1010.0,2025-03-15 13:00:00,316.0,62.0,39.0
105.0,2025-03-16 09:00:00,158.0,113.0,72.0
106.0,2025-03-16 10:55:00,158.0,134.0,85.0
1009.0,2025-03-18 09:00:00,228.0,107.0,94.0
1009.0,2025-03-18 11:30:00,228.0,61.0,54.0
1010.0,2025-03-18 13:00:00,228.0,53.0,46.0
105.0,2025-03-19 09:00:00,158.0,112.0,71.0
106.0,2025-03-19 10:55:00,158.0,120.0,76.0
1009.0,2025-03-22 09:00:00,316.0,137.0,87.0
1009.0,2025-03-22 11:30:00,316.0,67.0,42.0
1010.0,2025-03-22 13:00:00,316.0,62.0,39.0
105.0,2025-03-23 09:00:00,158.0,136.0,86.0
106.0,2025-03-23 10:55:00,158.0,120.0,76.0
1009.0,2025-03-25 09:00:00,228.0,102.0,89.0
1009.0,2025-03-25 11:30:00,228.0,53.0,46.0
1010.0,2025-03-25 13:00:00,228.0,48.0,42.0
105.0,2025-03-26 09:00:00,158.0,154.0,97.0
106.0,2025-03-26 10:55:00,158.0,140.0,89.0
109.0,2025-03-27 09:00:00,114.0,84.0,74.0
103.0,2025-03-27 09:30:00,158.0,87.0,55.0
110.0,2025-03-27 11:15:00,114.0,58.0,51.0
104.0,2025-03-27 12:00:00,158.0,137.0,87.0
105.0,2025-03-28 09:00:00,114.0,110.0,96.0
106.0,2025-03-28 10:55:00,114.0,109.0,96.0
