Sch Dep Dt,Rez Class,Total Ss Count,Seg Dep Port,Seg Arr Port,Annee,Mois,Jour
2023-08-30,L,15,KYS,BKO,2023,8,30
2023-08-30,L,33,BKO,KYS,2023,8,30
2023-08-30,M,6,KYS,BKO,2023,8,30
2023-08-30,M,12,BKO,KYS,2023,8,30
2023-08-30,N,1,KYS,BKO,2023,8,30
2023-08-30,N,1,BKO,KYS,2023,8,30
2023-08-30,V,21,KYS,BKO,2023,8,30
2023-08-30,V,16,BKO,KYS,2023,8,30
2023-08-30,Y,41,KYS,BKO,2023,8,30
2023-08-30,Y,16,BKO,KYS,2023,8,30
2023-08-30,,0,BKO,KYS,2023,8,30
2023-08-31,D,1,BKO,GAQ,2023,8,31
2023-08-31,L,8,GAQ,BKO,2023,8,31
2023-08-31,L,0,TOM,BKO,2023,8,31
2023-08-31,L,13,BKO,GAQ,2023,8,31
2023-08-31,L,0,BKO,TOM,2023,8,31
2023-08-31,M,6,GAQ,BKO,2023,8,31
2023-08-31,M,7,BKO,GAQ,2023,8,31
2023-08-31,V,32,GAQ,BKO,2023,8,31
2023-08-31,V,0,TOM,BKO,2023,8,31
2023-08-31,V,41,BKO,GAQ,2023,8,31
2023-08-31,V,0,TOM,GAQ,2023,8,31
2023-08-31,V,0,BKO,TOM,2023,8,31
2023-08-31,Y,0,GAQ,BKO,2023,8,31
2023-08-31,Y,4,BKO,GAQ,2023,8,31
2023-08-31,,0,BKO,GAQ,2023,8,31
